index,actual,predicted,error
1873,0.9197626302440601,0.7022245799142923,0.2175380503297678
1866,0.30216393264348584,0.5196977435942925,0.2175338109508067
1834,0.889747626284731,0.7023510441757245,0.18739658210900656
1683,0.3002959716371278,0.46701014890482145,0.16671417726769366
1846,0.8150983614816049,0.6492733311966795,0.16582503028492535
